member_id|set_en|set_ur|sort_order|gloss_ur|nuance_en|nuance_ur|topic_id|book_ref
NSM:ACCOMPLISH:ACCOMPLISH_TO_COMPLETE:X4586B2B9|Accomplish , to complete|پورا کرنا -ہونا|6|پورا کرنا -ہونا|Accomplish , to complete||P24|Kailani — topic P24
NSM:ACCOMPLISH:ACCOMPLISH_TO_COMPLETE:X96E8F981|Accomplish , to complete|پورا کرنا -ہونا|7|پورا کرنا -ہونا|Accomplish , to complete||P24|Kailani — topic P24
NSM:ACTIONS:ACTIONS_IN_THE_NIGHT:X2919072D|Actions in the night|رات کے کام|7|رات کے کام|Actions in the night||R2|Kailani — topic R2
NSM:ACTIONS:ACTIONS_RELATED_TO_THE_MORNING:X9F826A12|Actions related to the morning|صبح کرنا|1|صبح کرنا|Actions related to the morning||SA3|Kailani — topic SA3
NSM:ADOLESCENCE:ADOLESCENCE_YOUTH:X56750292|Adolescence, youth|جوانی|1|جوانی|Adolescence, youth||J18|Kailani — topic J18
NSM:ADOLESCENCE:ADOLESCENCE_YOUTH:XBE0FA08B|Adolescence, youth|جوانی|2|جوانی|Adolescence, youth||J18|Kailani — topic J18
NSM:ALL:ALL_WHOLE_ENTIRE:XFFA8517F|All, whole, entire|سب سارے|1|سب سارے|All, whole, entire||S7|Kailani — topic S7
NSM:ALL:ALL_WHOLE_ENTIRE:X047DEA93|All, whole, entire|سب سارے|2|سب سارے|All, whole, entire||S7|Kailani — topic S7
NSM:ANGELS:ANGELS_OF_HELL_FIRE:X48E15B86|Angels of hell fire|دوزخ کے فرشتے|4|دوزخ کے فرشتے|Angels of hell fire||D23|Kailani — topic D23
NSM:ANGER:ANGER_TEMPER:X84BE849B|Anger, temper|غصہ|5|غصہ|Anger, temper||GH5|Kailani — topic GH5
NSM:APPROVAL:APPROVAL:X36A9D753|Approval|رضامندی [خوشنودی]|1|رضامندی [خوشنودی]|Approval||R11|Kailani — topic R11
NSM:APPROVAL:APPROVAL:X6245B4D0|Approval|رضامندی [خوشنودی]|2|رضامندی [خوشنودی]|Approval||R11|Kailani — topic R11
NSM:BACK:BACK_BEHIND:X70DB6F23|Back, behind|پیچھے|5|پیچھے|Back, behind||P47|Kailani — topic P47
NSM:BACKBONE:BACKBONE_LOIN:X36AA5435|Backbone, loin|پیٹھ پشت|4|پیٹھ پشت|Backbone, loin||P45|Kailani — topic P45
NSM:BEAUTIFUL:BEAUTIFUL:XCB22E4A9|Beautiful|خوبصورت|1|خوبصورت|Beautiful||KH15|Kailani — topic KH15
NSM:BEAUTIFUL:BEAUTIFUL:XCB92A8B0|Beautiful|خوبصورت|2|خوبصورت|Beautiful||KH15|Kailani — topic KH15
NSM:BEAUTIFUL:BEAUTIFUL:X56750292|Beautiful|خوبصورت|3|خوبصورت|Beautiful||KH15|Kailani — topic KH15
NSM:BEHIND:BEHIND_LATTER:XEB376C36|Behind, latter|پچھلا|3|پچھلا|Behind, latter||P10|Kailani — topic P10
NSM:BLACK:BLACK:XBE0FA08B|black|سیاہ سیاہی|1|سیاہ سیاہی|black||S26|Kailani — topic S26
NSM:BLACK:BLACK:XA5F6B4EB|black|سیاہ سیاہی|2|سیاہ سیاہی|black||S26|Kailani — topic S26
NSM:BODY:BODY:X51C9A584|Body|جسم|1|جسم|Body||J6|Kailani — topic J6
NSM:BODY:BODY:XCB22E4A9|Body|جسم|2|جسم|Body||J6|Kailani — topic J6
NSM:BOWL:BOWL:X5EE1AF47|Bowl|پیالہ|5|پیالہ|Bowl||P43|Kailani — topic P43
NSM:BREACH:BREACH_OF_TRUST:X0C745B0E|Breach of trust|خیانت کرنا|1|خیانت کرنا|Breach of trust||KH20|Kailani — topic KH20
NSM:BRING:BRING_TO_LIVE:XBE0FA08B|Bring to live|زندہ کرنا|1|زندہ کرنا|Bring to live||Z8|Kailani — topic Z8
NSM:BRING:BRING_TO_LIVE:X86076BF8|Bring to live|زندہ کرنا|2|زندہ کرنا|Bring to live||Z8|Kailani — topic Z8
NSM:BUCKET:BUCKET:X739F2223|Bucket|ڈول|3|ڈول|Bucket||DD5|Kailani — topic DD5
NSM:BUNCH:BUNCH_OF_GRAPES_ETC_EAR_OF_CORN:XAA551F03|Bunch(of grapes etc), ear (of corn)|خوشے|1|خوشے|Bunch(of grapes etc), ear (of corn)||KH19|Kailani — topic KH19
NSM:CAUSE:CAUSE_TO_BEND_STOOP:X84D816DC|Cause to bend, stoop|جھکانا|1|جھکانا|Cause to bend, stoop||J24|Kailani — topic J24
NSM:CAUSE:CAUSE_TO_BEND_STOOP:XD6F7C01D|Cause to bend, stoop|جھکانا|2|جھکانا|Cause to bend, stoop||J24|Kailani — topic J24
NSM:CAUSE:CAUSE_TO_BEND_STOOP:X36A9D753|Cause to bend, stoop|جھکانا|3|جھکانا|Cause to bend, stoop||J24|Kailani — topic J24
NSM:CAUSE:CAUSE_TO_BEND_STOOP:XCB92A8B0|Cause to bend, stoop|جھکانا|4|جھکانا|Cause to bend, stoop||J24|Kailani — topic J24
NSM:CAUSE:CAUSE_TO_LIBERATE:X6E6A73AD|Cause to liberate|چھڑانا|1|چھڑانا|Cause to liberate||CH27|Kailani — topic CH27
NSM:CAUSE:CAUSE_TO_LIBERATE:XBE0FA08B|Cause to liberate|چھڑانا|2|چھڑانا|Cause to liberate||CH27|Kailani — topic CH27
NSM:CAUSE:CAUSE_TO_LIBERATE:XFB7937A6|Cause to liberate|چھڑانا|3|چھڑانا|Cause to liberate||CH27|Kailani — topic CH27
NSM:CAUSE:CAUSE_TO_RUN:X250AE7D0|Cause to run|ڈورانا|3|ڈورانا|Cause to run||D21|Kailani — topic D21
NSM:CAUSE:CAUSE_TO_WALK_OR_MOVE:X4A4F1D74|Cause to walk or move|چلانا|7|چلانا|Cause to walk or move||CH13|Kailani — topic CH13
NSM:CHAINS:CHAINS:X861183A4|Chains|زنجیریں|1|زنجیریں|Chains||Z7|Kailani — topic Z7
NSM:CHAINS:CHAINS:XBE0FA08B|Chains|زنجیریں|2|زنجیریں|Chains||Z7|Kailani — topic Z7
NSM:CHAINS:CHAINS:X402E8E88|Chains|زنجیریں|3|زنجیریں|Chains||Z7|Kailani — topic Z7
NSM:CHIEF:CHIEF_LEADER:X861183A4|Chief , leader|سردار|1|سردار|Chief , leader||S13|Kailani — topic S13
NSM:CHIEF:CHIEF_LEADER:X36A9D753|Chief , leader|سردار|2|سردار|Chief , leader||S13|Kailani — topic S13
NSM:COLD:COLD_WINTER:X1F694036|Cold , winter|سردی|1|سردی|Cold , winter||S14|Kailani — topic S14
NSM:COLD:COLD_WINTER:XCB92A8B0|Cold , winter|سردی|2|سردی|Cold , winter||S14|Kailani — topic S14
NSM:COLD:COLD_WINTER:XA83185C0|Cold , winter|سردی|3|سردی|Cold , winter||S14|Kailani — topic S14
NSM:COLOUR:COLOUR:XF5121FDB|Colour|رنگ|1|رنگ|Colour||R14|Kailani — topic R14
NSM:CORRECT:CORRECT_SOUND:X6B18CB1B|Correct, sound|درست ٹھیک|3|درست ٹھیک|Correct, sound||D8|Kailani — topic D8
NSM:COUPLE:COUPLE_PAIR:XA83185C0|Couple, pair|جوڑا|1|جوڑا|Couple, pair||J19|Kailani — topic J19
NSM:COUPLE:COUPLE_PAIR:XF52961E8|Couple, pair|جوڑا|2|جوڑا|Couple, pair||J19|Kailani — topic J19
NSM:CREATION:CREATION:XBE0FA08B|creation|خلقت مخلوق|1|خلقت مخلوق|creation||KH12|Kailani — topic KH12
NSM:CREATURES:CREATURES:X6245B4D0|Creatures|چوپائے|1|چوپائے|Creatures||CH19|Kailani — topic CH19
NSM:CREATURES:CREATURES:XCB22E4A9|Creatures|چوپائے|2|چوپائے|Creatures||CH19|Kailani — topic CH19
NSM:CREATURES:CREATURES:XBE0FA08B|Creatures|چوپائے|3|چوپائے|Creatures||CH19|Kailani — topic CH19
NSM:CREATURES:CREATURES:XB15AA8E2|Creatures|چوپائے|4|چوپائے|Creatures||CH19|Kailani — topic CH19
NSM:CREATURES:CREATURES:XC5CEFF3B|Creatures|چوپائے|6|چوپائے|Creatures||CH19|Kailani — topic CH19
NSM:CROOKED:CROOKED_TO_BE_BENT:X755A773E|Crooked, to be bent|ٹیڑھ  ٹیڑھا ہونا|7|ٹیڑھ  ٹیڑھا ہونا|Crooked, to be bent||TT7|Kailani — topic TT7
NSM:DAY:DAY_AND_ITS_TIMES:X0AB40374|Day and its times|دن اور اسکے اوقات|5|دن اور اسکے اوقات|Day and its times||D16|Kailani — topic D16
NSM:DEEP:DEEP_DEEPNESS:XCA84B0E6|Deep, deepness|گہرا - گہرائی|4|گہرا - گہرائی|Deep, deepness||GG19|Kailani — topic GG19
NSM:DEEP:DEEP_DEEPNESS:X143E5E85|Deep, deepness|گہرا - گہرائی|5|گہرا - گہرائی|Deep, deepness||GG19|Kailani — topic GG19
NSM:DIFFERENT:DIFFERENT_NAMES_FOR_THE_WORLD:X40F5B289|Different names for the world|دنیا کے مختلف نام|5|دنیا کے مختلف نام|Different names for the world||D17|Kailani — topic D17
NSM:DIFFERENT:DIFFERENT_TYPES_OF_NATURAL_FLOWING_WATER:X4C8BA96F|Different types of natural flowing water|پانی کے رستے اور اسکے ذخیرے|7|پانی کے رستے اور اسکے ذخیرے|Different types of natural flowing water||P6|Kailani — topic P6
NSM:DITCH:DITCH:XB9FC4823|Ditch|گڑھا|5|گڑھا|Ditch||GG9|Kailani — topic GG9
NSM:DOUBT:DOUBT_SUSPICION:XC4957B6C|Doubt, suspicion|شک و شبہ|1|شک و شبہ|Doubt, suspicion||SH10|Kailani — topic SH10
NSM:DREAM:DREAM:XBE0FA08B|dream|خواب|1|خواب|dream||KH13|Kailani — topic KH13
NSM:DRY:DRY_DEHYDRATED:X68A74B81|dry/dehydrated|خشک ہونا|1|خشک ہونا|dry/dehydrated||KH10|Kailani — topic KH10
NSM:DRY:DRY_DEHYDRATED:X517D3358|dry/dehydrated|خشک ہونا|2|خشک ہونا|dry/dehydrated||KH10|Kailani — topic KH10
NSM:DRY:DRY_DEHYDRATED:X392FC612|dry/dehydrated|خشک ہونا|3|خشک ہونا|dry/dehydrated||KH10|Kailani — topic KH10
NSM:EARTH:EARTH_AND_ITS_VARIETIES:XBE0FA08B|Earth and its varieties|زمین اور اسکی اقسام|1|زمین اور اسکی اقسام|Earth and its varieties||Z5|Kailani — topic Z5
NSM:ELEGANCE:ELEGANCE_BEAUTY_ORNAMENTS:XA83185C0|Elegance, beauty, ornaments|زینت|1|زینت|Elegance, beauty, ornaments||Z10|Kailani — topic Z10
NSM:ELEGANCE:ELEGANCE_BEAUTY_ORNAMENTS:X36A9D753|Elegance, beauty, ornaments|زینت|2|زینت|Elegance, beauty, ornaments||Z10|Kailani — topic Z10
NSM:ELEGANCE:ELEGANCE_BEAUTY_ORNAMENTS:X51C9A584|Elegance, beauty, ornaments|زینت|3|زینت|Elegance, beauty, ornaments||Z10|Kailani — topic Z10
NSM:ENSUE:ENSUE_TO_COME_AFTER:X235E0357|Ensue, to come after|پیچھے آنا|4|پیچھے آنا|Ensue, to come after||P48|Kailani — topic P48
NSM:ENTER:ENTER_BY_FORCE:XF1221EAD|Enter by force|گھسنا|3|گھسنا|Enter by force||GG24|Kailani — topic GG24
NSM:EXCEPT:EXCEPT:XB54C4604|except|سوائے|1|سوائے|except||S24|Kailani — topic S24
NSM:EXILE:EXILE:X51C9A584|Exile|جلا وطنی|3|جلا وطنی|Exile||J9|Kailani — topic J9
NSM:EXILE:EXILE:XE57C96BA|Exile|جلا وطنی|5|جلا وطنی|Exile||J9|Kailani — topic J9
NSM:EXILE:EXILE:XBE0FA08B|Exile|جلا وطنی|7|جلا وطنی|Exile||J9|Kailani — topic J9
NSM:FASTING:FASTING_PERSON:X1F694036|Fasting person|روزہ دار|1|روزہ دار|Fasting person||R16|Kailani — topic R16
NSM:FASTING:FASTING_PERSON:X861183A4|Fasting person|روزہ دار|2|روزہ دار|Fasting person||R16|Kailani — topic R16
NSM:FASTING:FASTING_PERSON:X278E1D74|Fasting person|روزہ دار|5|روزہ دار|Fasting person||R16|Kailani — topic R16
NSM:FEET:FEET:X0F472584|Feet|پاوّں|3|پاوّں|Feet||P8|Kailani — topic P8
NSM:FILTH:FILTH_IMPURITY:X2C56AB3B|Filth, impurity|گند گی نجاست|4|گند گی نجاست|Filth, impurity||GG16|Kailani — topic GG16
NSM:FINISH:FINISH:X6EDAD681|finish|ختم ہونا|3|ختم ہونا|finish||KH3|Kailani — topic KH3
NSM:FIRST:FIRST_AT_FIRST:XEE8F3703|First, at first|پہلا پہلی پہلے|4|پہلا پہلی پہلے|First, at first||P28|Kailani — topic P28
NSM:FLAME:FLAME:X4CD6834C|Flame|شعلہ|1|شعلہ|Flame||SH9|Kailani — topic SH9
NSM:FODDER:FODDER_GRAINS_FOOD_FOR_HERBIVORES:X988ADA1C|Fodder, grains – food for herbivores|چارہ|1|چارہ|Fodder, grains – food for herbivores||CH3|Kailani — topic CH3
NSM:FODDER:FODDER_GRAINS_FOOD_FOR_HERBIVORES:XBE0FA08B|Fodder, grains – food for herbivores|چارہ|2|چارہ|Fodder, grains – food for herbivores||CH3|Kailani — topic CH3
NSM:FODDER:FODDER_GRAINS_FOOD_FOR_HERBIVORES:XA0F49047|Fodder, grains – food for herbivores|چارہ|3|چارہ|Fodder, grains – food for herbivores||CH3|Kailani — topic CH3
NSM:FODDER:FODDER_GRAINS_FOOD_FOR_HERBIVORES:X36A9D753|Fodder, grains – food for herbivores|چارہ|4|چارہ|Fodder, grains – food for herbivores||CH3|Kailani — topic CH3
NSM:FODDER:FODDER_GRAINS_FOOD_FOR_HERBIVORES:X430CDA46|Fodder, grains – food for herbivores|چارہ|6|چارہ|Fodder, grains – food for herbivores||CH3|Kailani — topic CH3
NSM:FOREHEAD:FOREHEAD:XCF817C79|Forehead|پیشانی|4|پیشانی|Forehead||P56|Kailani — topic P56
NSM:FOUNTAIN:FOUNTAIN_SPRING:X6A5B53C8|Fountain, spring|چشمہ|1|چشمہ|Fountain, spring||CH10|Kailani — topic CH10
NSM:FOUNTAIN:FOUNTAIN_SPRING:X77C2417F|Fountain, spring|چشمہ|8|چشمہ|Fountain, spring||CH10|Kailani — topic CH10
NSM:FOUNTAIN:FOUNTAIN_SPRING:X56C5B6AA|Fountain, spring|چشمہ|10|چشمہ|Fountain, spring||CH10|Kailani — topic CH10
NSM:FRESH:FRESH:XBE149060|fresh|تازہ|5|تازہ|fresh||T3|Kailani — topic T3
NSM:FRUIT:FRUIT:XC3F3E2D0|Fruit|پھل|5|پھل|Fruit||P37|Kailani — topic P37
NSM:GARMENTS:GARMENTS_CLOTHES:X0106D7D6|Garments, clothes|پوشاک|3|پوشاک|Garments, clothes||P25|Kailani — topic P25
NSM:GLASS:GLASS:XACFDF640|glass|شیشہ|1|شیشہ|glass||SH15|Kailani — topic SH15
NSM:GOODS:GOODS_PROVISIONS:XA0F49047|Goods, provisions|سامان|1|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GOODS:GOODS_PROVISIONS:XBE0FA08B|Goods, provisions|سامان|2|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GOODS:GOODS_PROVISIONS:X36A9D753|Goods, provisions|سامان|3|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GOODS:GOODS_PROVISIONS:X51C9A584|Goods, provisions|سامان|4|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GOODS:GOODS_PROVISIONS:XA83185C0|Goods, provisions|سامان|5|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GOODS:GOODS_PROVISIONS:X56750292|Goods, provisions|سامان|6|سامان|Goods, provisions||S4|Kailani — topic S4
NSM:GROUP:GROUP:X51C9A584|Group|جماعت|1|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:X36A9D753|Group|جماعت|2|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:X119C5451|Group|جماعت|3|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:XA0F49047|Group|جماعت|4|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:XA55DA129|Group|جماعت|5|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:X6E6A73AD|Group|جماعت|6|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:XA83185C0|Group|جماعت|7|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:X56750292|Group|جماعت|8|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:XE57C96BA|Group|جماعت|9|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:X988ADA1C|Group|جماعت|10|جماعت|Group||J11|Kailani — topic J11
NSM:GROUP:GROUP:XBE0FA08B|Group|جماعت|11|جماعت|Group||J11|Kailani — topic J11
NSM:GROUPS:GROUPS_OF_ANIMALS:X36A9D753|Groups of animals|جماعت جانوروں کی|1|جماعت جانوروں کی|Groups of animals||J12|Kailani — topic J12
NSM:GROUPS:GROUPS_OF_ANIMALS:XD6F7C01D|Groups of animals|جماعت جانوروں کی|3|جماعت جانوروں کی|Groups of animals||J12|Kailani — topic J12
NSM:GROUPS:GROUPS_OF_ANIMALS:XBE0FA08B|Groups of animals|جماعت جانوروں کی|4|جماعت جانوروں کی|Groups of animals||J12|Kailani — topic J12
NSM:GROUPS:GROUPS_OF_ANIMALS:XA55DA129|Groups of animals|جماعت جانوروں کی|6|جماعت جانوروں کی|Groups of animals||J12|Kailani — topic J12
NSM:GROUPS:GROUPS_OF_ANIMALS:X2BFCB180|Groups of animals|جماعت جانوروں کی|7|جماعت جانوروں کی|Groups of animals||J12|Kailani — topic J12
NSM:GUARD:GUARD:X56750292|guard|چوکیدار|1|چوکیدار|guard||CH22|Kailani — topic CH22
NSM:GUARD:GUARD:X36A9D753|guard|چوکیدار|2|چوکیدار|guard||CH22|Kailani — topic CH22
NSM:GUARD:GUARD:X988ADA1C|guard|چوکیدار|3|چوکیدار|guard||CH22|Kailani — topic CH22
NSM:GUARD:GUARD:X4CEA5F5D|guard|چوکیدار|4|چوکیدار|guard||CH22|Kailani — topic CH22
NSM:HARD:HARD:XBE0FA08B|hard|سخت|1|سخت|hard||S10|Kailani — topic S10
NSM:HARD:HARD:X36A9D753|hard|سخت|2|سخت|hard||S10|Kailani — topic S10
NSM:HARD:HARD:XA0F49047|hard|سخت|3|سخت|hard||S10|Kailani — topic S10
NSM:HARD:HARD:XC67F042D|hard|سخت|4|سخت|hard||S10|Kailani — topic S10
NSM:HARD:HARD:XD6F7C01D|hard|سخت|5|سخت|hard||S10|Kailani — topic S10
NSM:HARDNESS:HARDNESS:XC67F042D|hardness|سختی|1|سختی|hardness||S11|Kailani — topic S11
NSM:HARDNESS:HARDNESS:XD6F7C01D|hardness|سختی|2|سختی|hardness||S11|Kailani — topic S11
NSM:HARDNESS:HARDNESS:XFFA8517F|hardness|سختی|3|سختی|hardness||S11|Kailani — topic S11
NSM:HARDSHIP:HARDSHIP:X5BDE3D5B|hardship|تنگی|6|تنگی|hardship||T22|Kailani — topic T22
NSM:HEAT:HEAT_TO_HEAT_TO_BE_HOT:X3BDAD373|Heat, to heat, to be hot|گرمی – گرم کرنا- ہونا|7|گرمی – گرم کرنا- ہونا|Heat, to heat, to be hot||GG5|Kailani — topic GG5
NSM:HEAT:HEAT_TO_HEAT_TO_BE_HOT:X0F2B79A4|Heat, to heat, to be hot|گرمی – گرم کرنا- ہونا|8|گرمی – گرم کرنا- ہونا|Heat, to heat, to be hot||GG5|Kailani — topic GG5
NSM:HEAT:HEAT_TO_HEAT_TO_BE_HOT:X96E8F981|Heat, to heat, to be hot|گرمی – گرم کرنا- ہونا|9|گرمی – گرم کرنا- ہونا|Heat, to heat, to be hot||GG5|Kailani — topic GG5
NSM:HELL:HELL_AND_ITS_VARIOUS_NAMES:X3EDEE331|Hell and its various names|دوزخ اور اسکے مختلف نام|9|دوزخ اور اسکے مختلف نام|Hell and its various names||D22|Kailani — topic D22
NSM:HIDE:HIDE_DISAPPEAR:XD6F7C01D|hide, disappear|چھپنا [غائب ہونا]|1|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:XBE0FA08B|hide, disappear|چھپنا [غائب ہونا]|2|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:XA0F49047|hide, disappear|چھپنا [غائب ہونا]|3|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:X6245B4D0|hide, disappear|چھپنا [غائب ہونا]|4|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:XCB22E4A9|hide, disappear|چھپنا [غائب ہونا]|5|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:X6A9B00BF|hide, disappear|چھپنا [غائب ہونا]|6|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:X84D816DC|hide, disappear|چھپنا [غائب ہونا]|7|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:X854A312A|hide, disappear|چھپنا [غائب ہونا]|8|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:XA8A98C04|hide, disappear|چھپنا [غائب ہونا]|9|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HIDE:HIDE_DISAPPEAR:X33F1DD4F|hide, disappear|چھپنا [غائب ہونا]|10|چھپنا [غائب ہونا]|hide, disappear||CH23|Kailani — topic CH23
NSM:HILL:HILL_AND_TYPES:X1C2AEBC0|Hill and types|ٹیلہ اور اسکی اقسام|7|ٹیلہ اور اسکی اقسام|Hill and types||TT6|Kailani — topic TT6
NSM:HORSE:HORSE:X4F6355DF|horse|گھوڑا|5|گھوڑا|horse||GG26|Kailani — topic GG26
NSM:HOUSE:HOUSE:XA8A364D7|House|گھر|5|گھر|House||GG22|Kailani — topic GG22
NSM:HUSBAND:HUSBAND:XCB22E4A9|husband|خاوند|1|خاوند|husband||KH1|Kailani — topic KH1
